row_index,career,split
11441,VLSI Engineer,train
11442,Digital Marketing Tech,train
11443,Cloud Engineer,train
11444,Salesforce Developer,train
11445,R Developer,test
11446,Technical Writer,train
11447,Robotics Engineer,train
11448,Solutions Engineer,test
11449,Swift Developer,train
11450,Java Developer,train
11451,Frontend Developer,train
11452,Operations Research Analyst,train
11453,Ruby Developer,train
11454,Quantitative Analyst,train
11455,Computer and Information Research Scientist,test
11456,Big Data Engineer,train
11457,DevSecOps Engineer,train
11458,Kubernetes Engineer,test
11459,Electronics Engineer,train
11460,Network Engineer,train
11461,Kubernetes Engineer,test
11462,Digital Marketing Tech,test
11463,Graphic Designer,train
11464,Computer Vision Engineer,train
11465,Ruby Developer,train
11466,Data Engineer,train
11467,Signal Processing Engineer,test
11468,Low Code Developer,train
11469,NLP Engineer,train
11470,Solutions Engineer,train
11471,Rust Developer,train
11472,IoT Engineer,train
11473,DevSecOps Engineer,train
11474,Prompt Engineer,test
11475,Helpdesk Technician,test
11476,SEO Specialist,train
11477,R Developer,train
11478,Kubernetes Engineer,train
11479,Technical Project Manager,test
11480,Computer Hardware Engineer,train
11481,Fullstack Developer,train
11482,Swift Developer,test
11483,Kubernetes Engineer,test
11484,Computer Vision Engineer,train
11485,Network Engineer,test
11486,IT Auditor,test
11487,SEO Specialist,train
11488,DevSecOps Engineer,test
11489,Cybersecurity Analyst,test
11490,Solutions Engineer,train
11491,React Native Developer,train
11492,Research Scientist (AI),test
11493,Cloud Security Engineer,train
11494,Quantitative Analyst,train
11495,NLP Engineer,train
11496,Data Scientist,train
11497,Rust Developer,train
11498,Swift Developer,train
11499,Electrical Engineer,train
11500,Full Stack Machine Learning Engineer,train
11501,QA Engineer,test
11502,Java Developer,test
11503,Data Governance Analyst,train
11504,Backend Developer,train
11505,R Developer,train
11506,IoT Developer,train
11507,SOC Analyst,train
11508,Automation Engineer,train
11509,Digital Marketing Tech,test
11510,DevOps Engineer,train
11511,Go Developer,train
11512,Product Designer,train
11513,Go Developer,test
11514,DevOps Engineer,test
11515,Prompt Engineer,train
11516,Cloud Security Engineer,train
11517,SOC Analyst,train
11518,Penetration Tester,train
11519,ERP Developer,train
11520,Cloud Data Engineer,train
11521,Systems Administrator,train
11522,Computer Vision Engineer,train
11523,Fintech Developer,train
11524,Prompt Engineer,train
11525,Product Designer,train
11526,AI Safety Engineer,train
11527,.NET Developer,train
11528,Blockchain Developer,train
11529,DevSecOps Engineer,train
11530,Site Reliability Engineer (SRE),train
11531,Digital Marketing Tech,train
11532,Rust Developer,test
11533,Computer and Information Research Scientist,test
11534,NLP Engineer,train
11535,PHP Developer,test
11536,CTO,train
11537,CTO,train
11538,Data Analyst,train
11539,Game Developer,train
11540,Graphic Designer,train
11541,QA Engineer,test
11542,IoT Developer,test
11543,Technical Writer,train
11544,Application Security Engineer,test
11545,DevOps Engineer,test
11546,Swift Developer,train
11547,Signal Processing Engineer,train
11548,Scrum Master,train
11549,Android Developer,train
11550,Data Analyst,test
11551,Cloud Data Engineer,train
11552,Computer and Information Research Scientist,train
11553,Flutter Developer,train
11554,Helpdesk Technician,train
11555,IoT Developer,train
11556,.NET Developer,test
11557,Enterprise Architect,train
11558,Game Developer,train
11559,Big Data Engineer,train
11560,React Native Developer,train
11561,SEO Specialist,train
11562,Product Manager,train
11563,Data Analyst,train
11564,Network Engineer,train
11565,AWS Solutions Architect,test
11566,Computer Vision Engineer,test
11567,Java Developer,train
11568,Data Governance Analyst,train
11569,Cloud Security Engineer,train
11570,Site Reliability Engineer,train
11571,ERP Developer,train
11572,Machine Learning Engineer,train
11573,Full Stack Machine Learning Engineer,train
11574,Machine Learning Engineer,train
11575,.NET Developer,train
11576,Security Engineer,train
11577,ERP Developer,train
11578,COBOL Developer,test
11579,Computer Vision Engineer,train
11580,Signal Processing Engineer,train
11581,Technical Project Manager,train
11582,Security Engineer,train
11583,DevOps Engineer,train
11584,Graphic Designer,test
11585,Scala Developer,train
11586,CTO,train
11587,Blockchain Developer,test
11588,WordPress Developer,train
11589,QA Engineer,test
11590,AI Engineer,train
11591,Cloud Engineer,train
11592,Product Manager,train
11593,DevOps Engineer,test
11594,React Native Developer,train
11595,DevOps Engineer,test
11596,UI/UX Designer,train
11597,Penetration Tester,train
11598,iOS/Android Cross Platform Developer,train
11599,Rust Developer,train
11600,UI/UX Designer,train
11601,Fullstack Developer,train
11602,Big Data Engineer,train
11603,IT Manager,train
11604,Database Administrator,train
11605,Network Security Engineer,train
11606,IoT Developer,train
11607,React Native Developer,train
11608,Cloud Security Engineer,train
11609,Helpdesk Technician,train
11610,COBOL Developer,train
11611,Systems Administrator,test
11612,Fullstack Developer,train
11613,Rust Developer,train
11614,Signal Processing Engineer,train
11615,Site Reliability Engineer (SRE),test
11616,Solutions Engineer,train
11617,Computer and Information Research Scientist,train
11618,Site Reliability Engineer (SRE),test
11619,DevOps Engineer,train
11620,Robotics Engineer,train
11621,Firmware Engineer,train
11622,Operations Research Analyst,train
11623,React Developer,train
11624,Scrum Master,train
11625,Big Data Engineer,train
11626,Network Security Engineer,train
11627,Business Intelligence Developer,train
11628,Data Analyst,train
11629,Scala Developer,train
11630,Signal Processing Engineer,train
11631,Cloud Security Engineer,train
11632,Game Developer,train
11633,Business Intelligence Developer,test
11634,Technical Project Manager,train
11635,Android Developer,test
11636,Business Analyst,train
11637,IT Support Specialist,train
11638,AR/VR Developer,train
11639,Software Architect,train
11640,Android Developer,test
11641,Flutter Developer,train
11642,IoT Engineer,train
11643,Full Stack Machine Learning Engineer,train
11644,Signal Processing Engineer,test
11645,AWS Solutions Architect,test
11646,Quantitative Analyst,test
11647,Quantitative Analyst,train
11648,Computer Vision Engineer,train
11649,AI Safety Engineer,train
11650,AR/VR Developer,train
11651,Signal Processing Engineer,train
11652,Fullstack Developer,train
11653,Solutions Engineer,train
11654,Data Scientist,train
11655,Research Scientist (AI),test
11656,Blockchain Developer,train
11657,Technical Writer,train
11658,Platform Engineer,test
11659,Backend Developer,train
11660,Site Reliability Engineer (SRE),train
11661,GraphQL Developer,train
11662,Computer Vision Engineer,test
11663,AI Engineer,train
11664,AI Safety Engineer,test
11665,Full Stack Machine Learning Engineer,train
11666,Data Scientist,train
11667,Electronics Engineer,train
11668,ERP Developer,train
11669,Salesforce Developer,train
11670,Computer Vision Engineer,train
11671,Software Architect,train
11672,Ruby Developer,train
11673,Data Analyst,train
11674,Data Analyst,train
11675,Product Designer,train
11676,GraphQL Developer,train
11677,Ruby Developer,train
11678,Penetration Tester,train
11679,Prompt Engineer,train
11680,Computer Vision Engineer,train
11681,.NET Developer,train
11682,Cloud Data Engineer,train
11683,Prompt Engineer,train
11684,Computer and Information Research Scientist,train
11685,IoT Engineer,train
11686,Site Reliability Engineer (SRE),train
11687,Ruby Developer,train
11688,Cybersecurity Analyst,train
11689,SEO Specialist,train
11690,Data Engineer,train
11691,Computer Vision Engineer,train
11692,Big Data Engineer,train
11693,AR/VR Developer,train
11694,Data Engineer,train
11695,R Developer,train
11696,Cloud Data Engineer,train
11697,.NET Developer,train
11698,SOC Analyst,train
11699,COBOL Developer,train
11700,Operations Research Analyst,train
11701,IT Support Specialist,train
11702,Cloud Data Engineer,test
11703,Backend Developer,train
11704,Signal Processing Engineer,test
11705,Embedded Systems Engineer,train
11706,Platform Engineer,train
11707,GraphQL Developer,train
11708,Data Governance Analyst,train
11709,Backend Developer,train
11710,Data Scientist,test
11711,Machine Learning Engineer,train
11712,WordPress Developer,train
11713,R Developer,train
11714,Java Developer,train
11715,Security Engineer,train
11716,Database Administrator,test
11717,AR/VR Developer,train
11718,CTO,train
11719,Quantitative Analyst,train
11720,QA Engineer,train
11721,Full Stack Machine Learning Engineer,train
11722,Platform Engineer,train
11723,AI Safety Engineer,train
11724,Graphic Designer,train
11725,Cloud Data Engineer,train
11726,Cybersecurity Analyst,train
11727,DevOps Engineer,train
11728,Fintech Developer,train
11729,iOS/Android Cross Platform Developer,train
11730,React Developer,train
11731,AR/VR Developer,train
11732,Technical Writer,train
11733,Swift Developer,train
11734,Data Scientist,train
11735,IoT Developer,train
11736,QA Engineer,train
11737,Digital Marketing Tech,train
11738,Technical Project Manager,train
11739,Enterprise Architect,test
11740,DevSecOps Engineer,test
11741,Network Security Engineer,test
11742,Product Manager,test
11743,Network Engineer,train
11744,Data Scientist,test
11745,AR/VR Developer,train
11746,Business Analyst,train
11747,Digital Marketing Tech,train
11748,Python Developer,train
11749,ERP Developer,test
11750,Embedded Systems Engineer,train
11751,Cloud Engineer,train
11752,DevOps Engineer,test
11753,Data Governance Analyst,train
11754,DevOps Engineer,train
11755,Technical Writer,train
11756,Kubernetes Engineer,train
11757,Cloud Data Engineer,train
11758,Computer Vision Engineer,train
11759,IoT Engineer,train
11760,Backend Developer,test
11761,Frontend Developer,train
11762,IT Auditor,test
11763,PHP Developer,test
11764,Fullstack Developer,train
11765,Helpdesk Technician,train
11766,Android Developer,train
11767,Computer and Information Research Scientist,train
11768,Ruby Developer,train
11769,Data Engineer,train
11770,Systems Administrator,train
11771,Ruby Developer,train
11772,SOC Analyst,train
11773,NLP Engineer,train
11774,Machine Learning Engineer,train
11775,Solutions Engineer,train
11776,Application Security Engineer,train
11777,PHP Developer,train
11778,Python Developer,train
11779,Enterprise Architect,train
11780,Game Developer,train
11781,AI Engineer,train
11782,Flutter Developer,train
11783,Business Analyst,train
11784,CTO,train
11785,Network Security Engineer,train
11786,Swift Developer,train
11787,DevSecOps Engineer,train
11788,Firmware Engineer,train
11789,Machine Learning Engineer,train
11790,VLSI Engineer,train
11791,SOC Analyst,train
11792,Platform Engineer,train
11793,Site Reliability Engineer (SRE),train
11794,React Developer,train
11795,IT Manager,train
11796,Cloud Engineer,train
11797,Computer Vision Engineer,train
11798,Scala Developer,test
11799,Fintech Developer,train
11800,AI Safety Engineer,test
11801,Software Architect,train
11802,Penetration Tester,train
11803,Graphic Designer,test
11804,Blockchain Developer,train
11805,Robotics Engineer,train
11806,Enterprise Architect,test
11807,VLSI Engineer,test
11808,R Developer,train
11809,Digital Marketing Tech,train
11810,Salesforce Developer,train
11811,Frontend Developer,train
11812,Quantitative Analyst,train
11813,MLOps Engineer,test
11814,Computer Vision Engineer,train
11815,Data Scientist,train
11816,Cloud Engineer,train
11817,QA Engineer,train
11818,Automation Engineer,train
11819,Network Security Engineer,train
11820,MLOps Engineer,test
11821,Electronics Engineer,train
11822,Product Designer,train
11823,Solutions Engineer,train
11824,PHP Developer,test
11825,Big Data Engineer,train
11826,Product Manager,train
11827,Fullstack Developer,train
11828,Game Developer,train
11829,Data Analyst,test
11830,Big Data Engineer,train
11831,Data Engineer,train
11832,Site Reliability Engineer (SRE),test
11833,Network Security Engineer,train
11834,Fintech Developer,train
11835,React Native Developer,test
11836,Quantitative Analyst,train
11837,R Developer,train
11838,Go Developer,train
11839,Embedded Systems Engineer,train
11840,Automation Engineer,train
11841,MLOps Engineer,train
11842,Network Engineer,train
11843,Go Developer,train
11844,IT Support Specialist,train
11845,iOS/Android Cross Platform Developer,test
11846,IoT Developer,test
11847,Robotics Engineer,train
11848,Machine Learning Engineer,train
11849,Data Engineer,train
11850,AWS Solutions Architect,test
11851,Electrical Engineer,train
11852,iOS/Android Cross Platform Developer,train
11853,Scrum Master,train
11854,IT Manager,train
11855,Cloud Security Engineer,train
11856,Scrum Master,train
11857,Helpdesk Technician,train
11858,QA Engineer,train
11859,Cybersecurity Analyst,train
11860,Automation Engineer,train
11861,Cybersecurity Analyst,train
11862,Helpdesk Technician,train
11863,Android Developer,train
11864,Signal Processing Engineer,train
11865,Product Manager,test
