Profile_ID,Career,Skills,Education,Experience,Job_Description
Brownfield Redevelopment Specialists and Site Managers_1,Brownfield Redevelopment Specialists and Site Managers,"ESRI ArcView, Microsoft SQL Server Reporting Services SSRS, Microsoft Office software, Microsoft Outlook, Microsoft PowerShell, Maptek Vulcan, Microsoft Project, Microsoft PowerPoint, MineSight, Oracle Hyperion, Microsoft SharePoint, ESRI ArcGIS software, Business software applications, ESRI ArcMap, Microsoft Access, Oracle Database, Microsoft Word, Calendar management software",8.26,11.1,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.
"Model Makers, Wood_9","Model Makers, Wood","Microsoft Excel, Siemens NX, Microsoft PowerPoint, Dassault Systemes CATIA, Microsoft Outlook",8.2,10.5,Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.
Physician Assistants_4,Physician Assistants,"MEDITECH software, Electronic medical record EMR software, eClinicalWorks EHR software, Epic Systems, Medical procedure coding software, Teleconferencing software, Patient management software, Microsoft Word, Microsoft Outlook, Teleradiology systems, ChartWare EMR",8.34,9.5,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants."
Public Relations Specialists_19,Public Relations Specialists,"Adobe Acrobat Writer, Apple macOS, Airtable, Adobe Acrobat Reader, Apple QuickTime, Adobe After Effects, Adobe Photoshop, Blogging software, Adobe ActionScript, Apple Final Cut Pro, Apple Keynote, Adobe Illustrator, Adobe InDesign, Apple Final Cut Express, Adobe Dreamweaver, 3M Post-it App, Adobe Acrobat, Blackbaud The Raiser's Edge, Apple iPhoto, Adobe Creative Cloud software",8.58,13.0,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media."
Nursing Assistants_11,Nursing Assistants,"Health information database software, Medical record charting software, Epic Systems, YouTube, Microsoft Excel, Microsoft Outlook, PointClickCare healthcare software, Microsoft Word, Medical condition coding software, Telemetry software, Web browser software, FaceTime",8.37,6.2,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants."
Endoscopy Technicians_13,Endoscopy Technicians,"Scheduling software, Patient electronic medical record EMR software, Email software, Microsoft Office software, Microsoft Word, Microsoft Excel, MEDITECH software",8.51,13.1,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.
"Buyers and Purchasing Agents, Farm Products_6","Buyers and Purchasing Agents, Farm Products","Microsoft Word, Deltek Costpoint, Microsoft Office software, Purchasing software, Amazon Web Services AWS software, Microsoft Dynamics GP, Microsoft PowerPoint, Microsoft Excel, Product producer databases, Enterprise resource planning ERP system, Inventory management systems, Microsoft Access, SAP software",8.31,8.9,"Purchase farm products either for further processing or resale. Includes tree farm contractors, grain brokers and market operators, grain buyers, and tobacco buyers. May negotiate contracts."
Butchers and Meat Cutters_9,Butchers and Meat Cutters,"Microsoft Outlook, Financial accounting software, Web browser software, Microsoft Office software, Microsoft Excel",8.41,8.5,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments."
Pile Driver Operators_14,Pile Driver Operators,"Global positioning system GPS software, Microsoft Excel, Pile Dynamics Pile Driving Analyzer PDA",8.45,9.5,"Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures such as buildings, bridges, and piers."
Cytotechnologists_5,Cytotechnologists,"ClinLab LIS, Elekta Impac Software IntelliLab, Custom Software Systems StarLab, Fletcher-Flora Health Care Systems LabPak LIS, HEX Laboratory Systems LAB/HEX, Comp Pro Med Polytech, Fletcher-Flora Health Care Systems FFlex eSuite LIS, Cerner Millennium PathNet, Clinical Software Solutions CLIN1 Suite, Ansible software, Laboratory information system LIS, GE Healthcare Centricity Laboratory",8.23,10.4,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices."
Rail-Track Laying and Maintenance Equipment Operators_18,Rail-Track Laying and Maintenance Equipment Operators,"Microsoft Excel, Microsoft Office software, Timekeeping software",8.45,9.3,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators."
Clinical Nurse Specialists_8,Clinical Nurse Specialists,"Microsoft Excel, Online medical databases, ChartWare EMR, NextGen Healthcare Information Systems EMR, SOAPware EMR, Allscripts Professional EHR, Cerner Millennium, Amkai AmkaiCharts, Microsoft Outlook, eClinicalWorks EHR software, StatCom Patient Flow Logistics Enterprise Suite, MicroFour PracticeStudio.NET EMR, Microsoft Word, Microsoft Office software, Email software, e-MDs software, Medscribbler Enterprise",8.36,6.5,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards."
Floral Designers_4,Floral Designers,"Facebook, Inventory tracking software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Supply ordering software, Timekeeping software, Transaction accounting software, Web browser software",8.36,6.9,"Design, cut, and arrange live, dried, or artificial flowers and foliage."
Power Distributors and Dispatchers_5,Power Distributors and Dispatchers,"Distribution automation system software, ABB MicroSCADA Pro SYS, Radius NetMan, Microsoft Access, Milsoft DisSPatch, Distribution management system DMS, SAP software, Microsoft Excel, Catapult Software iPower SCADA, Geographic information system GIS software, OSI monarch/SGP, Microsoft Office software, Microsoft Outlook, Energy management system EMS, ABB PSGuard, Microsoft Word, Outage management system OMS, Microsoft PowerPoint",8.22,10.7,"Coordinate, regulate, or distribute electricity or steam."
Concierges_1,Concierges,"Microsoft Outlook, Microsoft Word, Billing software, Budgeting software, Microsoft Publisher, Delphi Technology, Yardi software, Web browser software, Microsoft PowerPoint",8.32,7.9,"Assist patrons at hotel, apartment, or office building with personal services. May take messages; arrange or give advice on transportation, business services, or entertainment; or monitor guest requests for housekeeping and maintenance."
"Electrical and Electronics Installers and Repairers, Transportation Equipment_18","Electrical and Electronics Installers and Repairers, Transportation Equipment","Autodesk AutoCAD, Adobe Illustrator, IBM Lotus Notes, Microsoft Word, Fluke Corporation FlukeView Forms, Adobe Creative Cloud software, Microsoft PowerPoint, Linux, Trimble SketchUp Pro, Adobe InDesign",8.26,9.0,"Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment."
"Farmworkers, Farm, Ranch, and Aquacultural Animals_18","Farmworkers, Farm, Ranch, and Aquacultural Animals","Farm Works Software Trac, Microsoft Excel, Valley Agricultural Software DairyCOMP 305, BCL Landview Systems WinCrop, Microsoft Office software",8.15,6.0,"Attend to live farm, ranch, open range or aquacultural animals that may include cattle, sheep, swine, goats, horses and other equines, poultry, rabbits, finfish, shellfish, and bees. Attend to animals produced for animal products, such as meat, fur, skins, feathers, eggs, milk, and honey. Duties may include feeding, watering, herding, grazing, milking, castrating, branding, de-beaking, weighing, catching, and loading animals. May maintain records on animals; examine animals to detect diseases and injuries; assist in birth deliveries; and administer medications, vaccinations, or insecticides as appropriate. May clean and maintain animal housing areas. Includes workers who shear wool from sheep and collect eggs in hatcheries."
Fiberglass Laminators and Fabricators_6,Fiberglass Laminators and Fabricators,Microsoft Word,8.59,9.3,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products."
Credit Counselors_4,Credit Counselors,"Prime Debt Soft Debt Settlement, Microsoft Access, Freddie Mac Loan Prospector, Cooperative Processing Resources DMS Professional Suite, Merlin Information Services databases, ICCO CreditSoft, Paragon Financial Services Paragon Financial System, LexisNexis, Microsoft Dynamics, Microsoft Outlook, CoreLogic DebtorTrace, Chat software",8.4,8.6,"Advise and educate individuals or organizations on acquiring and managing debt. May provide guidance in determining the best type of loan and explain loan requirements or restrictions. May help develop debt management plans or student financial aid packages. May advise on credit issues, or provide budget, mortgage, bankruptcy, or student financial aid counseling."
